Name-CN,Name-EN,图标分类-CN,图标分类-EN,动效图标,图标预览,LTR,图标标签,UI 设计负责人
左角向上,corner-left-up,箭头方向,Arrows,,image.png,是,向上，左边，方向，箭头，拐角，上,常留留
右角向下,corner-right-down,箭头方向,Arrows,,image.png,是,向下，右边，下降，方向，箭头，拐角，下,常留留
右角向上,corner-right-up,箭头方向,Arrows,,image.png,是,向上，右边，上升，方向，箭头，拐角，上,常留留
向上左角,corner-up-left,箭头方向,Arrows,,image.png,是,向左，左角，左上角，左拐，左侧，方向,常留留
向上右角,corner-up-right,箭头方向,Arrows,,image.png,是,向右，右边，方向，箭头，拐角，上,常留留
冠状病毒,coronavirus,能源 & 生命,Energy,,image.png,否,冠状病毒 细菌 生病,金磊
正确的,correct,符号标识,Character,,image.png,是,正确的，对勾，成功,金磊
化妆刷,cosmetic-brush,化妆美妆,Makeups,,image.png,是,笔,齐奉飞
优惠券,coupon,电商财产,Money,是,image.png,否,优惠，卡券，促销，电商，钱，折扣,常留留
篮球场,court,体育运动,Sports,,image.png,否,运动，篮球，场地,金磊
芯片,cpu,硬件,Hardware,,image.png,否,芯片，CPU，GPU，算法，算力，电路，运算,常留留
螃蟹,crab,食品,Foods,,image.png,否,螃蟹，海鲜，生鲜，梭子蟹,胡玉娜
按创建日期排序,creation-date-sort,数据图表,Charts,,image.png,是,创建，日期，排序，添加，图表，数据,常留留
创意,creative,其它,Others,,image.png,否,想法，创新，五星，徽章,常留留
信用卡,credit,电商财产,Money,,image.png,是,卡片，银行，财务，财富,史晓彤
摇篮,crib,母婴儿童,Baby,,image.png,否,儿童床,齐奉飞
牛角面包,croissant,食品,Foods,,image.png,是,牛角包，面包，甜点，零食，下午茶,胡玉娜
交叉环,cross-ring,抽象图形,Abstract,,image.png,否,交叉，环形，关系,齐奉飞
魔比斯环,cross-ring-two,抽象图形,Abstract,,image.png,是,魔比斯环，循环，双环，关联,金磊
红十字,cross-society,医疗健康,Health,,cross-society.jpg,否,,杨威
皇冠,crown,其它,Others,,image.png,否,皇冠，王冠，皇上，国王，第一，权利,金磊
皇冠帽,crown-three,服饰,Clothes,,image.png,否,皇冠，权利，皇帝,马玉欣
皇冠,crown-two,抽象图形,Abstract,,image.png,否,皇冠，王后，国王，徽章，荣耀，等级,金磊
航海,cruise,交通旅游,Travel,,image.png,否,邮轮，轮船，航海，轮渡,张文珠
孩子哭泣,crying-baby,母婴儿童,Baby,,image.png,是,哭泣，表情，难过,齐奉飞
魔方,cube,抽象图形,Abstract,,image.png,否,魔方，六边形，立方体，立体,金磊
魔方,cube-five,抽象图形,Abstract,,image.png,否,魔方，六边形，立方体,金磊
魔方,cube-four,抽象图形,Abstract,,image.png,否,魔方，六边形，立方体，零件,金磊
魔方,cube-three,抽象图形,Abstract,,image.png,否,魔方，六边形，立方体，零件,金磊
魔方,cube-two,抽象图形,Abstract,,image.png,否,魔方，六边形，三角拼接,金磊
咖啡杯,cup,硬件,Hardware,,image.png,是,水，水杯，被子，饮料，咖啡，热饮，喝,张晏
茶杯4,cup-four,食品,Foods,,image.png,是,,齐奉飞
杯子,cup-one,食品,Foods,,image.png,否,杯子，水杯，喝水,胡玉娜
冰壶,curling,体育运动,Sports,,image.png,是,奥运会，冰壶，滑冰，比赛，运动，团队项目，体育,梁超
货币流通,currency,电商财产,Money,,image.png,是,钱，银行，财务，财富,史晓彤
曲线调整,curve-adjustment,编辑,Edit,,image.png,是,曲线调整，调整，曲线，动效,金磊
小六客服,customer,品牌,Brand,,image.png,是,客服，聊天，沟通，oceanengine，logo,常留留
裁切,cutting,编辑,Edit,,image.png,是,裁剪，剪切，编辑,齐奉飞
裁切,cutting-one,编辑,Edit,,image.png,否,裁剪，剪切，编辑，剪刀,齐奉飞
试管,cuvette,测量 & 试验,Measurement,,image.png,否,试管，试验，容器，化学，科学，容器,金磊
循环,cycle,箭头方向,Arrows,,image.png,是,连续，持续，轮回，圆圈，循环，抽象,金磊
循环箭头,cycle-arrow,抽象图形,Abstract,,image.png,否,循环箭头，环绕，连接,金磊
循环移动,cycle-movement,箭头方向,Arrows,,image.png,是,循环，移动，收集，集合，汇集,金磊
循环,cycle-one,抽象图形,Abstract,,image.png,是,循环，可利用，周转，抽象,张蔓
圆柱,cylinder,抽象图形,Abstract,,image.png,否,圆柱，容器,金磊
故障图,damage-map,编辑,Edit,,image.png,是,图片，故障，断裂，破坏,齐奉飞
夜晚模式,dark-mode,编辑,Edit,,image.png,是,模式，亮度，对比度，黑暗,李宁
仪表盘,dashboard,时间日期,Time,,image.png,是,仪表盘，仪表，指针，数据，转盘,金磊
仪表盘,dashboard-car,其它,Others,,image.png,否,仪表盘，汽车，指针，表盘,金磊
仪表盘,dashboard-one,硬件,Hardware,,image.png,是,仪表，速度，数值，速度，计数，表盘，统计，温度，转动,张晏
仪表盘,dashboard-two,硬件,Hardware,,image.png,否,仪表盘，仪表，看板,金磊
数据库,data,数据图表,Charts,,image.png,否,数据库，叠加,常留留
数据,data-all,数据图表,Charts,,image.png,否,数据库，多数据，满数据，叠加,常留留
数据到达,data-arrival,数据图表,Charts,,image.png,是,任务完成，结束，成功,常留留
数据显示,data-display,数据,Datas,,image.png,是,数据显示，数据同步，资源共享,金磊
数据文件,data-file,办公文档,Office,,image.png,是,数据，指标，增长，趋势,田婧
数据,data-four,数据图表,Charts,,image.png,否,数据库，叠加,常留留
数据锁定,data-lock,数据,Datas,,image.png,是,数据锁定，资源库,金磊
数据空,data-null,数据图表,Charts,,image.png,否,数据为空，空数据，无数据，叠加,常留留
数据,data-one,数据图表,Charts,,image.png,否,数据库，叠加,常留留
数据看板,data-screen,数据图表,Charts,,image.png,是,数据看板，代码，编程，符号，电脑,史晓彤
数据服务器,data-server,硬件,Hardware,,image.png,是,数据服务器,金磊
数据表,data-sheet,数据图表,Charts,,image.png,是,数据，图表，屏幕，数据表,史晓彤
数据切换,data-switching,数据,Datas,,image.png,是,数据切换，资源互换，数据关联,金磊
数据,data-three,数据图表,Charts,,image.png,否,数据库，叠加,常留留
数据,data-two,数据图表,Charts,,image.png,否,数据库，叠加,常留留
数据用户,data-user,数据,Datas,,image.png,是,数据用户，数据共享,金磊
数据库警示,database-alert,数据,Datas,,image.png,是,数据库警示，资源库,金磊
数据库代码,database-code,数据,Datas,,image.png,是,数据库代码,金磊
数据库配置,database-config,数据,Datas,,image.png,是,数据库配置,金磊
数据库下载,database-download,数据,Datas,,image.png,是,数据库下载，资源下载,金磊
数据库进入,database-enter,数据,Datas,,image.png,是,数据库进入，数据移出,金磊
数据库错误,database-fail,数据,Datas,,image.png,是,数据库错误，资源错误,金磊
数据库第一,database-first,数据,Datas,,image.png,是,数据库第一,金磊
数据库禁止,database-forbid,数据,Datas,,image.png,是,数据库禁止，保密，资源封锁,金磊
数据库锁定,database-lock,数据,Datas,,image.png,是,数据库锁定，资源库,金磊
数据库网络,database-network,数据,Datas,,image.png,是,数据库网络，资源库,金磊
数据库网络节点,database-network-point,数据,Datas,,image.png,否,数据库网络节点,金磊
数据库节点,database-point,数据,Datas,,image.png,是,数据库节点,金磊
数据库定位,database-position,数据,Datas,,image.png,是,数据库定位,金磊
数据库电源,database-power,数据,Datas,,image.png,是,数据库电源，资源库,金磊
数据库占比,database-proportion,数据,Datas,,image.png,是,数据库占比,金磊
数据库搜索,database-search,数据,Datas,,image.png,是,数据库搜索，资源查找,金磊
数据库设置,database-setting,数据,Datas,,image.png,是,数据库设置，资源库,金磊
数据库成功,database-success,数据,Datas,,image.png,是,数据库成功，保存成功,金磊
数据库同步,database-sync,数据,Datas,,image.png,是,数据库同步，数据运转,金磊
数据库时间,database-time,数据,Datas,,image.png,是,数据库时间，资源库,金磊
回传数据,date-comes-back,办公文档,Office,,image.png,是,数据，指标，增长，趋势，回传，传送，连接,田婧
按截止日期排序,deadline-sort,数据图表,Charts,,image.png,是,截止，关闭，排序，截止日期,常留留
死亡之星,death-star,建筑,Build,,image.png,是,星星，倒映，球体，风景,王小犇
链接,deeplink,编辑,Edit,,image.png,是,深度链接，连接，联系,常留留
鹿,deer,动物,Animals,,deer.jpg,否,,杨威
学位帽,degree-hat,其它,Others,,image.png,是,今日学堂，学位，学习，帽子,常留留
删除,delete,编辑,Edit,是,image.png,否,删除，垃圾桶，勒色桶，回收,齐奉飞
删除5,delete-five,编辑,Edit,,delete-5.jpg,否,,杨威
删除4,delete-four,编辑,Edit,,delete-4.jpg,否,,杨威
删除键,delete-key,硬件,Hardware,,image.png,是,删除，去除,齐奉飞
删除模式,delete-mode,编辑,Edit,,image.png,是,模式，亮度，对比度，减少,李宁
删除,delete-one,编辑,Edit,,image.png,否,删除，垃圾桶，勒色桶，回收,常留留
删除主题,delete-themes,编辑,Edit,,image.png,是,删除，清理，移至废纸篓，垃圾桶,常留留
删除,delete-three,编辑,Edit,,image.png,是,删除，关闭，错误，乘号,夏立诚
删除,delete-two,基础,Base,,image.png,是,删除，清除，消除，关闭,金磊
交货,delivery,手势动作,Hands,,image.png,是,服务，传递，交付，拱手相让,陈子豪
存款,deposit,电商财产,Money,,image.png,否,钱，银行，财务，财富,史晓彤
下降,descend,交通旅游,Travel,,image.png,是,下降，降落,张文珠
台灯,desk-lamp,硬件,Hardware,,image.png,是,灯具，电灯,孟祥瑞
台灯1,desk-lamp-one,其它,Others,,desk-lamp-one.jpg,是,,杨威
检测,detection,医疗健康,Health,,image.png,是,检查，测试，实验，测量,常留留
设备,devices,硬件,Hardware,,image.png,是,设备，手机，平板电脑，移动端，网络，屏幕,金磊
钻石,diamond,其它,Others,,image.png,否,钻石，钻戒，戒指，结婚,常留留
钻石项链,diamond-necklace,服饰,Clothes,,image.png,否,项链，挂件，宝石，首饰,马玉欣
菱形1,diamond-one,几何图形,Graphics,,image.png,否,,齐奉飞
钻戒,diamond-ring,服饰,Clothes,,image.png,否,钻石，戒指，首饰,马玉欣
菱形3,diamond-three,几何图形,Graphics,,image.png,否,,齐奉飞
菱形2,diamond-two,几何图形,Graphics,,image.png,否,,齐奉飞
钻石,diamonds,服饰,Clothes,,image.png,否,钻，宝石，sketch,马玉欣
电子签,dianziqian,品牌,Brand,,image.png,是,logo，电子签，签合同，合作,
尿不湿,diapers-one,服饰,Clothes,,image.png,否,内裤，短裤，尿不湿,马玉欣
差异集,difference-set,编辑,Edit,,image.png,是,交集，路径查找器，排除,高亚栋
电子表,digital-watches,硬件,Hardware,,image.png,是,计时器，手表，时间，智能手表，机械表,孟祥瑞
方向,direction,编辑,Edit,,image.png,否,游戏，方向，左右，手柄,夏立诚
方向校准,direction-adjustment,编辑,Edit,,image.png,否,方向校准，方向箭头,金磊
方向校准,direction-adjustment-three,编辑,Edit,,image.png,否,方向校准，方向箭头,金磊
方向校准,direction-adjustment-two,编辑,Edit,,image.png,否,方向校准，方向箭头,金磊
网页禁用,disabaled-web,办公文档,Office,,disabaled-web.jpg,是,,杨威
计算机禁用,disabled-computer,硬件,Hardware,,disabled-computer.jpg,是,,杨威
笔记本电脑禁用,disabled-laptop,硬件,Hardware,,disabled-laptop.jpg,是,,杨威
图片禁用,disabled-picture,办公文档,Office,,disabled-picture.jpg,是,,杨威
失落,disappointed-face,表情,Emoji,,image.png,否,失落，表情，伤心，沮丧,金磊
发现指数,discovery-index,电商财产,Money,,image.png,否,阴线，阳线，股市图，指数,齐奉飞
磁盘,disk,硬件,Hardware,,image.png,是,保存，存储，储存，硬盘，磁盘,常留留
U盘1,disk-one,硬件,Hardware,,image.png,否,U盘，硬盘，储存，硬件，移动，保存，文件，安全,张晏
U盘2,disk-two,硬件,Hardware,,image.png,是,U盘，硬盘，储存，硬件，移动，保存，文件，安全,张晏
不喜欢,dislike,基础,Base,,image.png,是,喜欢，讨厌，不喜欢，心碎，裂痕,金磊
不喜欢,dislike-two,基础,Base,,image.png,否,讨厌，不喜欢，爱心,金磊
显示屏,display,抽象图形,Abstract,,image.png,是,显示屏，白板，展示，投屏,张蔓
扭曲,distortion,编辑,Edit,,image.png,是,扭曲，不规则，网格,金磊
闭眼生气,distraught-face,表情,Emoji,,image.png,否,闭眼生气，表情，害怕,金磊
水平间距分布,distribute-horizontal-spacing,编辑,Edit,,image.png,否,水平间距分布，横向居中对齐,齐奉飞
水平分布,distribute-horizontally,编辑,Edit,,image.png,否,水平分布，间距,刘心乐
垂直间距分布,distribute-vertical-spacing,编辑,Edit,,image.png,否,垂直间距分布，纵向居中对齐,齐奉飞
垂直分布,distribute-vertically,编辑,Edit,,image.png,是,垂直分布，间距,刘心乐
分界线,dividing-line,编辑,Edit,,image.png,否,分割线，界线，马路，道路,齐奉飞
分割线,dividing-line-one,编辑,Edit,,image.png,否,分割线，区分，线段,金磊
潜水,diving,交通旅游,Travel,,image.png,是,潜水，游泳镜，游泳，,张文珠
潜水瓶,diving-bottle,体育运动,Sports,,image.png,是,潜水，氧气瓶，补给，装备，瓶子，救生，医疗，换气，体育,梁超
潜水装,diving-suit,体育运动,Sports,,image.png,是,潜水，服装，装备，潜水服，衣服，呼吸，换气，眼罩，体育,梁超
除号,division,符号标识,Character,,image.png,否,符号，乘除，除法,金磊
张嘴晕,dizzy-face,表情,Emoji,,image.png,否,张嘴晕，表情，昏倒,金磊
文档添加,doc-add,办公文档,Office,,image.png,是,文档添加，文本，文件，添加,金磊
文档详情,doc-detail,办公文档,Office,,image.png,是,文档详情，文本，文件，排版,金磊
文档失败,doc-fail,办公文档,Office,,image.png,是,文档失败，文本，文件，失败,金磊
文档搜索,doc-search,办公文档,Office,,image.png,是,文档搜索，文件，查找内容，文本,金磊
文档搜索,doc-search-two,办公文档,Office,,image.png,是,文档搜索，文本，文件，查找,金磊
文档成功,doc-success,办公文档,Office,,image.png,是,文档成功，文本，文件，成功,金磊
文档架子,document-folder,办公文档,Office,,image.png,是,文档，书架，办公，图书，文件，资料,白明泽
狗,dog,动物,Animals,,dog.jpg,否,,杨威
生肖狗,dog-zodiac,动物,Animals,,dog-zodiac.jpg,是,,杨威
美元,dollar,电商财产,Money,,image.png,是,美元，钱，财富，货币，经济,金磊
海豚,dolphin,动物,Animals,,dolphin.jpg,是,,杨威
圆顶,dome,建筑,Build,,image.png,否,地球，圆球，纬度，地理,王小犇
顶灯,dome-light,硬件,Hardware,,image.png,否,灯，光，亮，家具，装饰，闪光，打光，照亮,张晏
完成全部,done-all,编辑,Edit,,image.png,是,全部完成，打勾，勾选，全选,常留留
懂车帝,dongchedi,品牌,Brand,,image.png,否,汽车，资讯，媒体，logo，字节跳动，懂车帝,常留留
门把手,door-handle,生活,Life,,image.png,是,门把手 房间 开门,金磊
点,dot,编辑,Edit,,image.png,是,圆点，黑点，圈，实心,常留留
双人床,double-bed,生活,Life,,image.png,否,双人床 睡觉 休息,金磊
双下,double-down,箭头方向,Arrows,,image.png,否,双下，向下，双箭头，方向,齐奉飞
双左,double-left,箭头方向,Arrows,,image.png,是,倒回，返回，双箭头，向左，上一个，方向,齐奉飞
双右,double-right,箭头方向,Arrows,,image.png,是,快进，向右，双箭头，下一个，方向,齐奉飞
双上,double-up,箭头方向,Arrows,,image.png,否,双上，向上，双箭头，方向,齐奉飞
甜甜圈,doughnut,食品,Foods,,image.png,是,甜甜圈，面包，甜点，糕点,胡玉娜
下,down,箭头方向,Arrows,是,image.png,否,向下，箭头，方向,齐奉飞
下-圆,down-c,箭头方向,Arrows,,image.png,否,向下，箭头，圆圈箭头,齐奉飞
下1,down-one,箭头方向,Arrows,,image.png,否,向下，箭头，方向,齐奉飞
图片下载,down-picture,办公文档,Office,,down-picture.jpg,是,,杨威
下-小,down-small,箭头方向,Arrows,,image.png,否,向下，箭头，方向,齐奉飞
下箭头-方,down-square,箭头方向,Arrows,,image.png,否,向下，箭头，方形箭头,齐奉飞
下1,down-two,箭头方向,Arrows,,image.png,否,箭头，下，指针，方向,齐奉飞
下载,download,箭头方向,Arrows,,image.png,否,下载，向下，箭头,刘心乐
计算机下载,download-computer,硬件,Hardware,,download-computer.jpg,是,,杨威
下载,download-four,编辑,Edit,,image.png,否,向下，下载，指向,夏立诚
笔记本电脑下载,download-laptop,硬件,Hardware,,download-laptop.jpg,是,,杨威
下载1,download-one,箭头方向,Arrows,,image.png,是,下载，云下载,常留留
下载3,download-three,箭头方向,Arrows,是,image.png,否,向下，下载,常留留
下载2,download-two,箭头方向,Arrows,,image.png,是,下载，云下载,刘心乐
网页下载,download-web,办公文档,Office,,download-web.jpg,是,,杨威
拖拽,drag,编辑,Edit,,image.png,否,拉，拖拽，位移，移动，六点,常留留
生肖龙,dragon-zodiac,动物,Animals,,dragon-zodiac.jpg,是,,杨威
追波,dribble,品牌,Brand,,image.png,是,logo，设计，社区，分享，国际设计师社区，design，designer，share，球,常留留
饮料,drink,食品,Foods,,image.png,是,水杯，果汁，汽水，咖啡，奶茶,孔维佳
无人机,drone,硬件,Hardware,,image.png,否,无人机，飞机，玩具，数码，飞行，飞盘,金磊
无人机,drone-one,硬件,Hardware,,image.png,否,飞机，遥控，飞行，航空，航行，飞,张晏
下拉列表,drop-down-list,编辑,Edit,,image.png,是,下拉，列表，表单，向下，下展,常留留
下投影,drop-shadow-down,编辑,Edit,,image.png,否,下投影，圆，阴影,齐奉飞
左投影,drop-shadow-left,编辑,Edit,,image.png,是,左投影，圆，阴影,齐奉飞
右投影,drop-shadow-right,编辑,Edit,,image.png,是,右投影，圆，阴影,齐奉飞
上投影,drop-shadow-up,编辑,Edit,,image.png,否,上投影，圆，阴影,齐奉飞
管理箱,dropbox,品牌,Brand,,image.png,是,盒子，箱子，管理，存储，logo,齐奉飞
鸡腿,drumstick,食品,Foods,,image.png,是,鸡腿，肉食，鸡肉,胡玉娜
迪拜大厦,dubai,建筑,Build,,image.png,是,迪拜，大厦，高楼，楼宇，建筑,王小犇
鸭子,duck,动物,Animals,,duck.jpg,是,,杨威
杠铃,dumbbel-line,体育运动,Sports,,dumbbel-line.jpg,是,,杨威
健身,dumbbell,体育运动,Sports,,image.png,否,健身，运动，减肥，体育，哑铃，举重,常留留
DVI,dvi,硬件,Hardware,,image.png,是,接口，dvi,齐奉飞
鹰,eagle,动物,Animals,,eagle.jpg,是,,杨威
地球仪,earth,交通旅游,Travel,,image.png,否,网路，语言，全球，互联网,白明泽
简单,easy,手势动作,Hands,,image.png,是,差劲，小拇指，手势，手指,陈子豪
心电图2,ecg,医疗健康,Health,,ecg.jpg,是,,杨威
编辑,edit,编辑,Edit,是,image.png,是,撰写，修改，编辑，输入,白明泽
影片剪辑,edit-movie,编辑,Edit,,image.png,否,影片剪辑，编辑,金磊
编辑姓名,edit-name,用户人名,Peoples,,image.png,是,,齐奉飞
编辑1,edit-one,编辑,Edit,是,image.png,是,撰写，修改，文本，编辑，输入,白明泽
编辑2,edit-two,编辑,Edit,是,image.png,是,撰写，修改，编辑，输入,白明泽
剪辑,editing,编辑,Edit,,editing.jpg,否,,杨威
编辑,editor,办公文档,Office,是,image.png,是,修改，撰写，书写，写作，抄袭，文章，文档，小说，合同，规则，详情,田婧
脑电图,eeg,医疗健康,Health,,eeg.jpg,是,,杨威
特效,effects,美颜调整,Operate,,image.png,是,美化，效果，化妆，变美，改变,金磊
传出4,efferent-four,箭头方向,Arrows,,efferent-four.jpg,是,,杨威
传出3,efferent-three,箭头方向,Arrows,,efferent-three.jpg,是,,杨威
煎鸡蛋,egg,食品,Foods,,image.png,是,摊鸡蛋，早餐，煎蛋,孔维佳
鸡蛋,egg-one,食品,Foods,,image.png,是,鸡蛋，美妆蛋,史晓彤
茄子,eggplant,食品,Foods,,image.png,是,茄子，蔬菜，生鲜,胡玉娜
埃菲尔铁塔,eiffel-tower,建筑,Build,,image.png,否,铁塔，法国建筑，浪漫,王小犇
按键八,eight-key,硬件,Hardware,,image.png,否,八，8，按键,齐奉飞
电钻,electric-drill,工业,Industry,,electric-drill.jpg,是,,杨威
电熨斗,electric-iron,硬件,Hardware,,image.png,是,加热，电，烫衣服，烫印，烙印,张晏
电波,electric-wave,编辑,Edit,,image.png,是,电流，电波，心电图，股票，浮动,夏立诚
心电图,electrocardiogram,数据图表,Charts,,image.png,是,报警，监控，监视，心电图,白明泽
智能门锁,electronic-door-lock,硬件,Hardware,,image.png,是,门，锁，智能，密码锁，安全，防盗门，关门，加密,张晏
电子锁关,electronic-locks-close,硬件,Hardware,,image.png,是,锁，电子，感应，关,齐奉飞
电子锁开,electronic-locks-open,硬件,Hardware,,image.png,否,锁，电子，感应，开,齐奉飞
触电笔,electronic-pen,硬件,Hardware,,image.png,是,电笔，体温计,孟祥瑞
大象,elephant,动物,Animals,,elephant.jpg,是,,杨威
电梯,elevator,建筑,Build,,image.png,是,电梯，上下楼，门,金磊
邮件屏蔽,email-block,办公文档,Office,,image.png,是,邮件，信件，文件夹，禁止查看，错误提示,齐奉飞
邮件删除,email-delect,办公文档,Office,,image.png,是,邮件，信件，文件夹，删除邮件,齐奉飞
邮件下载,email-down,办公文档,Office,,image.png,否,邮件，信件，文件夹，下载邮件,齐奉飞
邮件发送失败,email-fail,办公文档,Office,,image.png,是,邮件，信件，文件夹，删除邮件，关闭邮件,齐奉飞
邮件锁定,email-lock,办公文档,Office,,image.png,是,邮件，信件，文件夹，保密邮件,齐奉飞
邮件推送,email-push,办公文档,Office,,image.png,是,邮件，信件，文件夹，转发邮件,齐奉飞
邮件搜索,email-search,办公文档,Office,,image.png,是,邮件，信件，文件夹，搜索邮件，查找邮件,齐奉飞
邮件安全,email-security,办公文档,Office,,image.png,是,邮件，信件，文件夹，保护邮件，安全,齐奉飞
邮件发送成功,email-successfully,办公文档,Office,,image.png,是,邮件，信件，文件夹，发送成功,齐奉飞
开心,emotion-happy,表情,Emoji,,image.png,否,表情，成功，笑脸，喜悦,刘心乐
不开心,emotion-unhappy,表情,Emoji,,image.png,否,表情，失败，哭脸，不开心，悲伤,刘心乐
空手,empty,手势动作,Hands,,image.png,是,摊手，空手，伸手,陈子豪
按结束时间排序,end-time-sort,数据图表,Charts,,image.png,是,排序，序列，按时间排序,常留留
无穷尽,endless,抽象图形,Abstract,,image.png,是,基因，链接，无穷大，闭环，相交，循环,史晓彤
内分泌,endocrine,医疗健康,Health,,image.png,是,分泌，火，新陈代谢,常留留
端点位移,endpoint-displacement,编辑,Edit,,image.png,是,端点位移,金磊
方头端点,endpoint-flat,编辑,Edit,,image.png,是,端点类型，方头端点,刘心乐
圆头端点,endpoint-round,编辑,Edit,,image.png,是,端点类型，圆头断点,刘心乐
平头端点,endpoint-square,编辑,Edit,,image.png,是,端点类型，平头端点,刘心乐
能源插座,energy-socket,其它,Others,,image.png,否,能源插座,金磊
工程牌,engineering-brand,工业,Industry,,engineering-brand.jpg,否,,杨威
工程车,engineering-vehicle,工业,Industry,,engineering-vehicle.jpg,是,,杨威
英文,english,办公文档,Office,,image.png,是,英，英文，英语，西文,田婧
胡子,english-mustache,化妆美妆,Makeups,,image.png,否,胡须,齐奉飞
安检,enquire,交通旅游,Travel,,image.png,是,问询，检票，人工，安检，沟通,张文珠
回车键,enter-key,硬件,Hardware,,image.png,是,回车键 键盘,金磊
回车键,enter-key-one,硬件,Hardware,,image.png,是,回车,齐奉飞
输入键盘,enter-the-keyboard,编辑,Edit,,image.png,是,输入，录入，键盘，打字,常留留
娱乐,entertainment,多媒体音乐,Music,,image.png,是,娱乐，唱歌，麦克风，说话，KTV,常留留
信封,envelope,办公文档,Office,,image.png,否,信封，邮件，袋子，纸袋，折叠,金磊
信封1,envelope-one,办公文档,Office,,image.png,是,邮件，信件，文件夹，多封邮件,齐奉飞
等比,equal-ratio,编辑,Edit,,image.png,否,等比，一比一，还原,白明泽
均衡器,equalizer,基础,Base,,image.png,是,音量调节，设置调整，音频,常留留
擦除,erase,美颜调整,Operate,,image.png,是,橡皮，擦除，清除，移除，消灭,金磊
错误,error,符号标识,Character,,image.png,否,错误，不正确，关闭，叉,金磊
计算机错误,error-computer,硬件,Hardware,,error-computer.jpg,是,,杨威
图片错误,error-picture,办公文档,Office,,error-picture.jpg,是,,杨威
错误提示,error-prompt,抽象图形,Abstract,,image.png,是,错误提示，声音，静音，声音提示,张蔓
手扶电梯,escalators,建筑,Build,,image.png,是,手扶电梯，上下楼,金磊
网口关,ethernet-off,硬件,Hardware,,image.png,否,接口，网口，网线,齐奉飞
网口开,ethernet-on,硬件,Hardware,,image.png,否,接口，网口，网线,齐奉飞
众多用户,every-user,用户人名,Peoples,是,image.png,否,用户，很多，群，用户群，用户组,金磊
数据统计工具,excel,办公文档,Office,,image.png,是,表格，文档，统计，分析，汇总,田婧
表格,excel-one,编辑,Edit,,image.png,是,表格，电子文件,夏立诚
货币兑换,exchange,电商财产,Money,,image.png,是,钱，银行，财务，财富,史晓彤
兑换4,exchange-four,电商财产,Money,,image.png,是,兑换，交换，转换,齐奉飞
兑换1,exchange-one,电商财产,Money,,image.png,是,兑换，交换，转换,齐奉飞
兑换3,exchange-three,电商财产,Money,,image.png,是,兑换，交换，转换,齐奉飞
兑换2,exchange-two,电商财产,Money,,image.png,是,兑换，交换，转换,齐奉飞
排除选择,exclude-selection,编辑,Edit,,image.png,是,剪切，相交，排除选择,夏立诚
排他网关,exclusive-gateway,抽象图形,Abstract,,image.png,否,排他，菱形，抽象，几何,常留留
展开,expand-down,编辑,Edit,,image.png,否,向下展开，浮层，抽屉，示例,金磊
向下收起,expand-down-one,箭头方向,Arrows,,image.png,否,展开，收起,齐奉飞
展开,expand-left,编辑,Edit,,image.png,是,向右展开，浮层，抽屉，示例,金磊
左右扩大,expand-left-and-right,编辑,Edit,,image.png,否,左右扩大，间距,金磊
展开,expand-right,编辑,Edit,,image.png,是,向左展开，浮层，抽屉，示例,金磊
展开文本域,expand-text-input,箭头方向,Arrows,,image.png,是,放大，展开，撑开，箭头,齐奉飞
展开,expand-up,编辑,Edit,,image.png,否,向上展开，浮层，抽屉，示例,金磊
转出,expenses,电商财产,Money,,image.png,是,消费，支出，钱，转出,史晓彤
支出,expenses-one,电商财产,Money,,image.png,是,消费，支出，钱，转出,史晓彤
实验,experiment,测量 & 试验,Measurement,,image.png,是,测试，化验，测验，蒸馏瓶，容器，量杯,常留留
实验,experiment-one,测量 & 试验,Measurement,,image.png,是,测试，化验，测验，蒸馏瓶，容器，量杯,常留留
导出,export,抽象图形,Abstract,,image.png,是,导出，输出，传输，上传，下载,张蔓
快递,express-delivery,其它,Others,,image.png,否,快递盒，快递箱,齐奉飞
无语脸,expressionless-face,表情,Emoji,,image.png,否,无语脸，表情,金磊
拓展,extend,编辑,Edit,,image.png,否,扩大，拓展，全屏,夏立诚
外部传输,external-transmission,抽象图形,Abstract,,image.png,是,外部传输，传输，导出文件,张蔓
眼眉,eyebrow,化妆美妆,Makeups,,image.png,是,眉毛,齐奉飞
眼睛,eyes,医疗健康,Health,,image.png,否,眼科，睁眼，开启，眼科,常留留
F8,f-eight-key,硬件,Hardware,,image.png,是,八，8，按键,齐奉飞
F5,f-five-key,硬件,Hardware,,image.png,是,五，5，按键,齐奉飞
F4,f-four-key,硬件,Hardware,,image.png,是,四，4，按键,齐奉飞
Fn,f-n-key,硬件,Hardware,,image.png,是,n，按键,齐奉飞
F9,f-nine-key,硬件,Hardware,,image.png,是,九，9，按键,齐奉飞
F1,f-one-key,硬件,Hardware,,image.png,是,一，1，按键,齐奉飞
F7,f-seven-key,硬件,Hardware,,image.png,是,七，7，按键,齐奉飞
F6,f-six-key,硬件,Hardware,,image.png,是,六，6，按键,齐奉飞
F3,f-three-key,硬件,Hardware,,image.png,是,三，3，按键,齐奉飞
F2,f-two-key,硬件,Hardware,,image.png,是,二，2，按键,齐奉飞
F0,f-zero-key,硬件,Hardware,,image.png,是,零，0，按键,齐奉飞
脸粉,face-powder,化妆美妆,Makeups,,image.png,是,小镜子，化妆镜,齐奉飞
